SI, 1.0, 4.0, 8.0, 12.0, 16.0
R0, 12.9996037658, 322481.828513, 2062.36509393, 4.33453372494, 2.56392656711
d, -0.991911724819, 996.999760547, 11.9398265653, 0.114449146235, 0.0415632545059
t_max, -0.532434704111, 1.83670079152, 2.9807363354, 13.5346137603, 23.120755178
I_total, inf, 228.138629675, 326.647514038, 769.091570714, 2027.6707119
