SI, 1.0, 4.0, 8.0, 12.0, 16.0
R0, 3.71274439194, 14363.6921071, 1.54875071069, 1.97411808669, 2.57431777074
d, -0.972095639249, 739.636954346, -0.0262557423857, 0.00473951878748, 0.0318490150955
t_max, -0.366521789039, 1.44872396734, -16.4413701144, 143.839964691, 30.1599229559
I_total, inf, 21.9987661083, inf, 1.07854046191e+12, 12496.5466927
